"x","M0","Me","y"
1.1656,2,3.1,0.23
1.2848,2,3.1,0.25
1.4063,2,3.1,0.27
1.5304,2,3.1,0.29
1.657,2,3.1,0.31
1.7861,2,3.1,0.33
1.918,2,3.1,0.35
2.0525,2,3.1,0.37
2.1898,2,3.1,0.39
2.33,2,3.1,0.41
2.4731,2,3.1,0.43
2.6192,2,3.1,0.45
2.7683,2,3.1,0.47
2.9205,2,3.1,0.49
3.076,2,3.1,0.5
3.2347,2,3.1,0.52
3.3968,2,3.1,0.54
3.5623,2,3.1,0.55
3.7313,2,3.1,0.57
3.9039,2,3.1,0.58
4.0803,2,3.1,0.6
4.2604,2,3.1,0.61
4.4443,2,3.1,0.63
4.6322,2,3.1,0.64
4.8242,2,3.1,0.66
5.0204,2,3.1,0.67
5.2208,2,3.1,0.68
5.4256,2,3.1,0.69
5.6348,2,3.1,0.7
5.8487,2,3.1,0.71
6.0672,2,3.1,0.72
6.2906,2,3.1,0.73
6.5189,2,3.1,0.73
6.7522,2,3.1,0.74
6.9908,2,3.1,0.75
7.2346,2,3.1,0.75
7.4839,2,3.1,0.75
7.7388,2,3.1,0.76
7.9994,2,3.1,0.76
0,2,3.2,0
0.1068,2,3.2,0.03
0.2158,2,3.2,0.05
0.3272,2,3.2,0.08
0.441,2,3.2,0.1
0.5574,2,3.2,0.13
0.6762,2,3.2,0.15
0.7977,2,3.2,0.18
0.9218,2,3.2,0.21
1.0487,2,3.2,0.23
1.1783,2,3.2,0.26
1.3109,2,3.2,0.28
1.4464,2,3.2,0.31
1.5849,2,3.2,0.33
1.7265,2,3.2,0.36
1.8714,2,3.2,0.38
2.0194,2,3.2,0.41
2.1708,2,3.2,0.43
2.3257,2,3.2,0.45
2.4841,2,3.2,0.48
2.646,2,3.2,0.5
2.8117,2,3.2,0.52
2.9812,2,3.2,0.55
3.1546,2,3.2,0.57
3.332,2,3.2,0.59
3.5135,2,3.2,0.61
3.6992,2,3.2,0.64
3.8892,2,3.2,0.66
4.0837,2,3.2,0.68
4.2827,2,3.2,0.7
4.4864,2,3.2,0.72
4.6949,2,3.2,0.74
4.9083,2,3.2,0.76
5.1268,2,3.2,0.77
5.3504,2,3.2,0.79
5.5794,2,3.2,0.81
5.8139,2,3.2,0.82
6.054,2,3.2,0.84
6.2999,2,3.2,0.85
6.5517,2,3.2,0.87
6.8096,2,3.2,0.88
7.0738,2,3.2,0.89
7.3444,2,3.2,0.9
7.6216,2,3.2,0.91
7.9056,2,3.2,0.92
8.1965,2,3.2,0.93
8.4947,2,3.2,0.93
8.8002,2,3.2,0.94
9.1133,2,3.2,0.94
9.4342,2,3.2,0.94
0,2,3.3,0
0.1179,2,3.3,0.03
0.2386,2,3.3,0.06
0.3621,2,3.3,0.09
0.4885,2,3.3,0.12
0.618,2,3.3,0.15
0.7505,2,3.3,0.18
0.8862,2,3.3,0.21
1.0251,2,3.3,0.24
1.1674,2,3.3,0.27
1.3131,2,3.3,0.3
1.4623,2,3.3,0.33
1.6152,2,3.3,0.36
1.7717,2,3.3,0.39
1.9321,2,3.3,0.42
2.0964,2,3.3,0.45
2.2648,2,3.3,0.48
2.4373,2,3.3,0.51
2.614,2,3.3,0.54
2.7952,2,3.3,0.57
2.9809,2,3.3,0.6
3.1712,2,3.3,0.63
3.3662,2,3.3,0.66
3.5662,2,3.3,0.69
3.7712,2,3.3,0.71
3.9814,2,3.3,0.74
4.1969,2,3.3,0.77
4.4179,2,3.3,0.79
4.6445,2,3.3,0.82
4.8769,2,3.3,0.84
5.1153,2,3.3,0.87
5.3599,2,3.3,0.89
5.6108,2,3.3,0.92
5.8681,2,3.3,0.94
6.1322,2,3.3,0.96
6.4032,2,3.3,0.98
6.6812,2,3.3,1
6.9666,2,3.3,1.02
7.2594,2,3.3,1.04
7.5601,2,3.3,1.06
7.8686,2,3.3,1.07
8.1854,2,3.3,1.09
8.5107,2,3.3,1.1
8.8446,2,3.3,1.11
9.1876,2,3.3,1.12
9.5397,2,3.3,1.13
9.9014,2,3.3,1.14
10.273,2,3.3,1.14
10.6546,2,3.3,1.15
11.0466,2,3.3,1.15
0,2,3.4,0
0.1293,2,3.4,0.04
0.2619,2,3.4,0.07
0.3979,2,3.4,0.11
0.5374,2,3.4,0.14
0.6804,2,3.4,0.18
0.8271,2,3.4,0.21
0.9776,2,3.4,0.25
1.132,2,3.4,0.29
1.2904,2,3.4,0.32
1.453,2,3.4,0.36
1.6198,2,3.4,0.39
1.7909,2,3.4,0.43
1.9666,2,3.4,0.46
2.147,2,3.4,0.5
2.3321,2,3.4,0.54
2.5222,2,3.4,0.57
2.7173,2,3.4,0.61
2.9176,2,3.4,0.64
3.1234,2,3.4,0.68
3.3347,2,3.4,0.71
3.5517,2,3.4,0.75
3.7746,2,3.4,0.78
4.0036,2,3.4,0.81
4.2388,2,3.4,0.85
4.4805,2,3.4,0.88
4.7288,2,3.4,0.91
4.984,2,3.4,0.95
5.2463,2,3.4,0.98
5.5158,2,3.4,1.01
5.7929,2,3.4,1.04
6.0777,2,3.4,1.07
6.3705,2,3.4,1.1
6.6715,2,3.4,1.12
6.9811,2,3.4,1.15
7.2995,2,3.4,1.18
7.6269,2,3.4,1.2
7.9636,2,3.4,1.23
8.31,2,3.4,1.25
8.6664,2,3.4,1.27
9.0331,2,3.4,1.29
9.4103,2,3.4,1.31
9.7986,2,3.4,1.33
10.1981,2,3.4,1.34
10.6093,2,3.4,1.35
11.0327,2,3.4,1.37
11.4685,2,3.4,1.38
11.9171,2,3.4,1.38
12.3792,2,3.4,1.39
12.8549,2,3.4,1.39
0,2,3.5,0
0.141,2,3.5,0.04
0.2858,2,3.5,0.08
0.4345,2,3.5,0.12
0.5874,2,3.5,0.16
0.7445,2,3.5,0.21
0.9059,2,3.5,0.25
1.0718,2,3.5,0.29
1.2423,2,3.5,0.33
1.4176,2,3.5,0.37
1.5978,2,3.5,0.41
1.7831,2,3.5,0.46
1.9736,2,3.5,0.5
2.1696,2,3.5,0.54
2.3711,2,3.5,0.58
2.5783,2,3.5,0.62
2.7915,2,3.5,0.67
3.0109,2,3.5,0.71
3.2365,2,3.5,0.75
3.4687,2,3.5,0.79
3.7077,2,3.5,0.83
3.9536,2,3.5,0.87
4.2067,2,3.5,0.92
4.4673,2,3.5,0.96
4.7355,2,3.5,1
5.0116,2,3.5,1.04
5.296,2,3.5,1.08
5.5888,2,3.5,1.11
5.8904,2,3.5,1.15
6.201,2,3.5,1.19
6.521,2,3.5,1.23
6.8506,2,3.5,1.26
7.1902,2,3.5,1.3
7.5402,2,3.5,1.33
7.9008,2,3.5,1.37
8.2725,2,3.5,1.4
8.6556,2,3.5,1.43
9.0506,2,3.5,1.46
9.4577,2,3.5,1.49
9.8776,2,3.5,1.51
10.3105,2,3.5,1.54
10.757,2,3.5,1.56
11.2176,2,3.5,1.58
11.6927,2,3.5,1.6
12.1828,2,3.5,1.62
12.6885,2,3.5,1.63
13.2104,2,3.5,1.64
13.749,2,3.5,1.65
14.3049,2,3.5,1.66
14.8788,2,3.5,1.66
0,2,3.6,0
0.1528,2,3.6,0.05
0.3101,2,3.6,0.09
0.472,2,3.6,0.14
0.6386,2,3.6,0.19
0.8102,2,3.6,0.23
0.9868,2,3.6,0.28
1.1687,2,3.6,0.33
1.3559,2,3.6,0.38
1.5488,2,3.6,0.43
1.7475,2,3.6,0.48
1.9522,2,3.6,0.52
2.1631,2,3.6,0.57
2.3804,2,3.6,0.62
2.6043,2,3.6,0.67
2.835,2,3.6,0.72
3.0729,2,3.6,0.77
3.318,2,3.6,0.82
3.5708,2,3.6,0.87
3.8314,2,3.6,0.92
4.1001,2,3.6,0.97
4.3772,2,3.6,1.02
4.663,2,3.6,1.06
4.9578,2,3.6,1.11
5.2619,2,3.6,1.16
5.5757,2,3.6,1.21
5.8994,2,3.6,1.25
6.2335,2,3.6,1.3
6.5783,2,3.6,1.35
6.9343,2,3.6,1.39
7.3017,2,3.6,1.44
7.681,2,3.6,1.48
8.0727,2,3.6,1.52
8.4772,2,3.6,1.56
8.895,2,3.6,1.6
9.3265,2,3.6,1.64
9.7723,2,3.6,1.68
10.2329,2,3.6,1.72
10.7088,2,3.6,1.75
11.2007,2,3.6,1.78
11.709,2,3.6,1.81
12.2345,2,3.6,1.84
12.7778,2,3.6,1.87
13.3396,2,3.6,1.89
13.9205,2,3.6,1.91
14.5214,2,3.6,1.93
15.1429,2,3.6,1.95
15.7858,2,3.6,1.96
16.4511,2,3.6,1.97
17.1396,2,3.6,1.97
0,2,3.7,0
0.1649,2,3.7,0.05
0.3349,2,3.7,0.11
0.5101,2,3.7,0.16
0.6909,2,3.7,0.21
0.8773,2,3.7,0.27
1.0697,2,3.7,0.32
1.2681,2,3.7,0.38
1.4728,2,3.7,0.43
1.684,2,3.7,0.49
1.902,2,3.7,0.54
2.1269,2,3.7,0.6
2.3592,2,3.7,0.65
2.5989,2,3.7,0.71
2.8465,2,3.7,0.77
3.1021,2,3.7,0.83
3.3661,2,3.7,0.88
3.6387,2,3.7,0.94
3.9204,2,3.7,1
4.2113,2,3.7,1.05
4.512,2,3.7,1.11
4.8226,2,3.7,1.17
5.1437,2,3.7,1.23
5.4756,2,3.7,1.28
5.8186,2,3.7,1.34
6.1733,2,3.7,1.39
6.5401,2,3.7,1.45
6.9193,2,3.7,1.51
7.3116,2,3.7,1.56
7.7173,2,3.7,1.61
8.1371,2,3.7,1.67
8.5714,2,3.7,1.72
9.0208,2,3.7,1.77
9.4859,2,3.7,1.82
9.9674,2,3.7,1.87
10.4658,2,3.7,1.91
10.9819,2,3.7,1.96
11.5163,2,3.7,2
12.0697,2,3.7,2.05
12.643,2,3.7,2.09
13.2369,2,3.7,2.12
13.8523,2,3.7,2.16
14.4899,2,3.7,2.19
15.1508,2,3.7,2.22
15.8359,2,3.7,2.24
16.5462,2,3.7,2.27
17.2826,2,3.7,2.28
18.0464,2,3.7,2.3
18.8386,2,3.7,2.31
19.6604,2,3.7,2.31
0,2,3.8,0
0.1771,2,3.8,0.06
0.36,2,3.8,0.12
0.549,2,3.8,0.18
0.7442,2,3.8,0.24
0.946,2,3.8,0.3
1.1544,2,3.8,0.36
1.3699,2,3.8,0.42
1.5926,2,3.8,0.49
1.8229,2,3.8,0.55
2.0609,2,3.8,0.61
2.3071,2,3.8,0.68
2.5617,2,3.8,0.74
2.8251,2,3.8,0.81
3.0975,2,3.8,0.87
3.3794,2,3.8,0.94
3.6711,2,3.8,1
3.9729,2,3.8,1.07
4.2853,2,3.8,1.13
4.6087,2,3.8,1.2
4.9435,2,3.8,1.27
5.2902,2,3.8,1.33
5.6492,2,3.8,1.4
6.0211,2,3.8,1.47
6.4063,2,3.8,1.53
6.8053,2,3.8,1.6
7.2188,2,3.8,1.66
7.6473,2,3.8,1.73
8.0915,2,3.8,1.79
8.5518,2,3.8,1.86
9.0291,2,3.8,1.92
9.5241,2,3.8,1.98
10.0373,2,3.8,2.04
10.5697,2,3.8,2.1
11.122,2,3.8,2.16
11.695,2,3.8,2.22
12.2896,2,3.8,2.27
12.9067,2,3.8,2.32
13.5473,2,3.8,2.37
14.2124,2,3.8,2.42
14.903,2,3.8,2.47
15.6202,2,3.8,2.51
16.3651,2,3.8,2.55
17.139,2,3.8,2.58
17.9432,2,3.8,2.61
18.7789,2,3.8,2.64
19.6475,2,3.8,2.66
20.5506,2,3.8,2.68
21.4896,2,3.8,2.69
22.4661,2,3.8,2.7
0,2,3.9,0
0.1895,2,3.9,0.07
0.3856,2,3.9,0.13
0.5885,2,3.9,0.2
0.7985,2,3.9,0.27
1.0159,2,3.9,0.33
1.241,2,3.9,0.4
1.474,2,3.9,0.47
1.7154,2,3.9,0.54
1.9654,2,3.9,0.62
2.2243,2,3.9,0.69
2.4926,2,3.9,0.76
2.7706,2,3.9,0.83
3.0587,2,3.9,0.91
3.3573,2,3.9,0.98
3.6668,2,3.9,1.06
3.9877,2,3.9,1.13
4.3205,2,3.9,1.21
4.6656,2,3.9,1.28
5.0235,2,3.9,1.36
5.3948,2,3.9,1.44
5.7801,2,3.9,1.51
6.1798,2,3.9,1.59
6.5947,2,3.9,1.67
7.0254,2,3.9,1.74
7.4724,2,3.9,1.82
7.9366,2,3.9,1.9
8.4187,2,3.9,1.97
8.9194,2,3.9,2.05
9.4396,2,3.9,2.12
9.98,2,3.9,2.2
10.5415,2,3.9,2.27
11.1252,2,3.9,2.34
11.7319,2,3.9,2.41
12.3626,2,3.9,2.48
13.0185,2,3.9,2.55
13.7007,2,3.9,2.61
14.4103,2,3.9,2.67
15.1485,2,3.9,2.73
15.9167,2,3.9,2.79
16.7163,2,3.9,2.84
17.5486,2,3.9,2.9
18.4151,2,3.9,2.94
19.3175,2,3.9,2.99
20.2574,2,3.9,3.02
21.2365,2,3.9,3.06
22.2567,2,3.9,3.08
23.3199,2,3.9,3.11
24.4282,2,3.9,3.12
25.5837,2,3.9,3.13
0,2,4,0
0.202,2,4,0.07
0.4114,2,4,0.15
0.6285,2,4,0.22
0.8537,2,4,0.3
1.0871,2,4,0.37
1.3292,2,4,0.45
1.5804,2,4,0.53
1.841,2,4,0.61
2.1114,2,4,0.69
2.392,2,4,0.77
2.6833,2,4,0.85
2.9856,2,4,0.93
3.2996,2,4,1.01
3.6256,2,4,1.1
3.9642,2,4,1.18
4.316,2,4,1.27
4.6814,2,4,1.36
5.0611,2,4,1.44
5.4557,2,4,1.53
5.8659,2,4,1.62
6.2923,2,4,1.71
6.7357,2,4,1.79
7.1968,2,4,1.88
7.6764,2,4,1.97
8.1753,2,4,2.06
8.6944,2,4,2.15
9.2346,2,4,2.24
9.7968,2,4,2.32
10.3821,2,4,2.41
10.9915,2,4,2.5
11.6262,2,4,2.58
12.2872,2,4,2.66
12.9758,2,4,2.75
13.6933,2,4,2.83
14.4411,2,4,2.91
15.2206,2,4,2.98
16.0332,2,4,3.06
16.8806,2,4,3.13
17.7644,2,4,3.2
18.6863,2,4,3.26
19.6483,2,4,3.32
20.6522,2,4,3.38
21.7002,2,4,3.43
22.7943,2,4,3.48
23.9369,2,4,3.52
25.1304,2,4,3.55
26.3773,2,4,3.58
27.6802,2,4,3.6
29.0421,2,4,3.61
0,2,4.1,0
0.2147,2,4.1,0.08
0.4376,2,4.1,0.16
0.6692,2,4.1,0.24
0.9096,2,4.1,0.33
1.1595,2,4.1,0.41
1.4191,2,4.1,0.5
1.6888,2,4.1,0.58
1.9692,2,4.1,0.67
2.2607,2,4.1,0.76
2.5638,2,4.1,0.85
2.8789,2,4.1,0.94
3.2067,2,4.1,1.04
3.5476,2,4.1,1.13
3.9024,2,4.1,1.22
4.2715,2,4.1,1.32
4.6556,2,4.1,1.42
5.0555,2,4.1,1.51
5.4719,2,4.1,1.61
5.9054,2,4.1,1.71
6.3569,2,4.1,1.81
6.8272,2,4.1,1.91
7.3172,2,4.1,2.01
7.8277,2,4.1,2.11
8.3599,2,4.1,2.21
8.9146,2,4.1,2.32
9.4929,2,4.1,2.42
10.096,2,4.1,2.52
10.725,2,4.1,2.62
11.3812,2,4.1,2.72
12.0659,2,4.1,2.82
12.7804,2,4.1,2.92
13.5263,2,4.1,3.02
14.305,2,4.1,3.11
15.1182,2,4.1,3.21
15.9675,2,4.1,3.3
16.8548,2,4.1,3.39
17.7819,2,4.1,3.48
18.7509,2,4.1,3.56
19.7638,2,4.1,3.65
20.823,2,4.1,3.72
21.9307,2,4.1,3.79
23.0895,2,4.1,3.86
24.302,2,4.1,3.92
25.5709,2,4.1,3.98
26.8993,2,4.1,4.03
28.2903,2,4.1,4.07
29.7471,2,4.1,4.1
31.2733,2,4.1,4.12
32.8725,2,4.1,4.13
0,2,4.2,0
0.2274,2,4.2,0.09
0.464,2,4.2,0.18
0.71,2,4.2,0.27
0.9661,2,4.2,0.36
1.2326,2,4.2,0.45
1.5099,2,4.2,0.55
1.7987,2,4.2,0.64
2.0994,2,4.2,0.74
2.4125,2,4.2,0.84
2.7386,2,4.2,0.94
3.0784,2,4.2,1.04
3.4325,2,4.2,1.14
3.8014,2,4.2,1.25
4.186,2,4.2,1.35
4.587,2,4.2,1.46
5.005,2,4.2,1.57
5.4411,2,4.2,1.68
5.8959,2,4.2,1.79
6.3704,2,4.2,1.9
6.8656,2,4.2,2.02
7.3823,2,4.2,2.13
7.9218,2,4.2,2.24
8.4851,2,4.2,2.36
9.0733,2,4.2,2.48
9.6877,2,4.2,2.59
10.3297,2,4.2,2.71
11.0004,2,4.2,2.82
11.7015,2,4.2,2.94
12.4344,2,4.2,3.06
13.2007,2,4.2,3.17
14.0021,2,4.2,3.29
14.8404,2,4.2,3.4
15.7176,2,4.2,3.51
16.6356,2,4.2,3.62
17.5966,2,4.2,3.73
18.6027,2,4.2,3.84
19.6564,2,4.2,3.94
20.7601,2,4.2,4.04
21.9166,2,4.2,4.13
23.1287,2,4.2,4.22
24.3993,2,4.2,4.31
25.7316,2,4.2,4.39
27.129,2,4.2,4.46
28.595,2,4.2,4.53
30.1334,2,4.2,4.59
31.7483,2,4.2,4.63
33.4438,2,4.2,4.67
35.1811,2,4.2,4.7
36.6455,2,4.2,4.71
0,2,4.3,0
0.2401,2,4.3,0.09
0.4902,2,4.3,0.19
0.7509,2,4.3,0.29
1.0227,2,4.3,0.39
1.3059,2,4.3,0.49
1.6013,2,4.3,0.6
1.9093,2,4.3,0.7
2.2307,2,4.3,0.81
2.5659,2,4.3,0.92
2.9157,2,4.3,1.03
3.2807,2,4.3,1.14
3.6618,2,4.3,1.26
4.0597,2,4.3,1.37
4.4751,2,4.3,1.49
4.9091,2,4.3,1.61
5.3624,2,4.3,1.73
5.8361,2,4.3,1.86
6.3312,2,4.3,1.98
6.8486,2,4.3,2.11
7.3897,2,4.3,2.23
7.9554,2,4.3,2.36
8.5472,2,4.3,2.49
9.1663,2,4.3,2.62
9.8141,2,4.3,2.75
10.492,2,4.3,2.88
11.2018,2,4.3,3.02
11.945,2,4.3,3.15
12.7233,2,4.3,3.28
13.5387,2,4.3,3.41
14.3931,2,4.3,3.55
15.2885,2,4.3,3.68
16.2271,2,4.3,3.81
17.2114,2,4.3,3.94
18.2437,2,4.3,4.07
19.3267,2,4.3,4.19
20.4631,2,4.3,4.31
21.6559,2,4.3,4.43
22.9082,2,4.3,4.55
24.2234,2,4.3,4.66
25.6049,2,4.3,4.77
27.0566,2,4.3,4.87
28.5824,2,4.3,4.96
30.1865,2,4.3,5.05
31.8735,2,4.3,5.13
33.6481,2,4.3,5.19
35.5156,2,4.3,5.25
37.2897,2,4.3,5.29
38.9232,2,4.3,5.32
40.6486,2,4.3,5.33
0,2,4.4,0
0.2527,2,4.4,0.1
0.5165,2,4.4,0.21
0.7919,2,4.4,0.32
1.0793,2,4.4,0.42
1.3796,2,4.4,0.54
1.6931,2,4.4,0.65
2.0207,2,4.4,0.76
2.363,2,4.4,0.88
2.7208,2,4.4,1
3.0947,2,4.4,1.12
3.4857,2,4.4,1.25
3.8946,2,4.4,1.38
4.3222,2,4.4,1.5
4.7696,2,4.4,1.64
5.2378,2,4.4,1.77
5.7278,2,4.4,1.9
6.2407,2,4.4,2.04
6.7777,2,4.4,2.18
7.3401,2,4.4,2.32
7.9293,2,4.4,2.46
8.5466,2,4.4,2.6
9.1935,2,4.4,2.75
9.8715,2,4.4,2.9
10.5825,2,4.4,3.04
11.3281,2,4.4,3.19
12.1101,2,4.4,3.34
12.9307,2,4.4,3.49
13.7918,2,4.4,3.65
14.6958,2,4.4,3.8
15.6449,2,4.4,3.95
16.6418,2,4.4,4.1
17.689,2,4.4,4.25
18.7895,2,4.4,4.4
19.9461,2,4.4,4.54
21.1622,2,4.4,4.69
22.4412,2,4.4,4.83
23.7866,2,4.4,4.97
25.2024,2,4.4,5.1
26.6926,2,4.4,5.23
28.2616,2,4.4,5.36
29.9142,2,4.4,5.47
31.6552,2,4.4,5.58
33.49,2,4.4,5.69
35.4242,2,4.4,5.78
37.464,2,4.4,5.86
39.3122,2,4.4,5.92
41.1173,2,4.4,5.96
43.0277,2,4.4,5.99
45.0494,2,4.4,6.01
0,2,4.5,0
0.2653,2,4.5,0.11
0.5427,2,4.5,0.22
0.8327,2,4.5,0.34
1.1361,2,4.5,0.46
1.4533,2,4.5,0.58
1.7853,2,4.5,0.7
2.1327,2,4.5,0.83
2.4963,2,4.5,0.96
2.877,2,4.5,1.09
3.2756,2,4.5,1.22
3.6931,2,4.5,1.36
4.1305,2,4.5,1.5
4.5888,2,4.5,1.64
5.0691,2,4.5,1.78
5.5726,2,4.5,1.93
6.1006,2,4.5,2.08
6.6543,2,4.5,2.23
7.235,2,4.5,2.39
7.8444,2,4.5,2.54
8.484,2,4.5,2.7
9.1553,2,4.5,2.86
9.8603,2,4.5,3.02
10.6006,2,4.5,3.19
11.3783,2,4.5,3.35
12.1955,2,4.5,3.52
13.0545,2,4.5,3.69
13.9575,2,4.5,3.86
14.9071,2,4.5,4.03
15.9059,2,4.5,4.2
16.9569,2,4.5,4.37
18.063,2,4.5,4.55
19.2274,2,4.5,4.72
20.4537,2,4.5,4.89
21.7454,2,4.5,5.05
23.1064,2,4.5,5.22
24.5409,2,4.5,5.38
26.0533,2,4.5,5.54
27.6484,2,4.5,5.7
29.3312,2,4.5,5.85
31.1071,2,4.5,5.99
32.9818,2,4.5,6.13
34.9617,2,4.5,6.26
37.0531,2,4.5,6.38
39.2633,2,4.5,6.48
41.2216,2,4.5,6.56
43.1985,2,4.5,6.63
45.2949,2,4.5,6.68
47.5179,2,4.5,6.72
49.8751,2,4.5,6.73
0,2,4.6,0
0.2779,2,4.6,0.12
0.5688,2,4.6,0.24
0.8735,2,4.6,0.37
1.1927,2,4.6,0.49
1.5272,2,4.6,0.63
1.8777,2,4.6,0.76
2.2451,2,4.6,0.9
2.6304,2,4.6,1.04
3.0344,2,4.6,1.18
3.4581,2,4.6,1.32
3.9027,2,4.6,1.47
4.3693,2,4.6,1.63
4.8591,2,4.6,1.78
5.3733,2,4.6,1.94
5.9133,2,4.6,2.1
6.4805,2,4.6,2.26
7.0765,2,4.6,2.43
7.7028,2,4.6,2.6
8.3611,2,4.6,2.77
9.0533,2,4.6,2.95
9.7813,2,4.6,3.13
10.5472,2,4.6,3.31
11.3531,2,4.6,3.49
12.2013,2,4.6,3.68
13.0943,2,4.6,3.87
14.0348,2,4.6,4.06
15.0255,2,4.6,4.25
16.0694,2,4.6,4.44
17.1697,2,4.6,4.63
18.3297,2,4.6,4.83
19.5532,2,4.6,5.02
20.8439,2,4.6,5.22
22.206,2,4.6,5.41
23.6439,2,4.6,5.6
25.1622,2,4.6,5.79
26.766,2,4.6,5.98
28.4607,2,4.6,6.16
30.2521,2,4.6,6.34
32.1462,2,4.6,6.51
34.1498,2,4.6,6.68
36.2698,2,4.6,6.84
38.5139,2,4.6,6.99
40.8903,2,4.6,7.12
42.9936,2,4.6,7.23
45.1402,2,4.6,7.32
47.4211,2,4.6,7.39
49.8445,2,4.6,7.45
52.4194,2,4.6,7.5
55.1556,2,4.6,7.52
0,2,4.7,0
0.2903,2,4.7,0.13
0.5948,2,4.7,0.26
0.9142,2,4.7,0.39
1.2493,2,4.7,0.53
1.601,2,4.7,0.67
1.9702,2,4.7,0.82
2.3578,2,4.7,0.96
2.765,2,4.7,1.12
3.1926,2,4.7,1.27
3.642,2,4.7,1.43
4.1143,2,4.7,1.59
4.6108,2,4.7,1.76
5.1328,2,4.7,1.93
5.6819,2,4.7,2.1
6.2595,2,4.7,2.28
6.8673,2,4.7,2.46
7.507,2,4.7,2.64
8.1805,2,4.7,2.83
8.8898,2,4.7,3.02
9.637,2,4.7,3.21
10.4242,2,4.7,3.41
11.2539,2,4.7,3.61
12.1287,2,4.7,3.81
13.0512,2,4.7,4.02
14.0242,2,4.7,4.23
15.051,2,4.7,4.44
16.1348,2,4.7,4.66
17.279,2,4.7,4.87
18.4875,2,4.7,5.09
19.7642,2,4.7,5.31
21.1135,2,4.7,5.53
22.54,2,4.7,5.75
24.0484,2,4.7,5.96
25.6442,2,4.7,6.18
27.333,2,4.7,6.4
29.1207,2,4.7,6.61
31.0139,2,4.7,6.82
33.0196,2,4.7,7.03
35.1452,2,4.7,7.22
37.3987,2,4.7,7.42
39.7888,2,4.7,7.6
42.3247,2,4.7,7.77
44.6067,2,4.7,7.91
46.9187,2,4.7,8.02
49.3799,2,4.7,8.13
52.0001,2,4.7,8.22
54.7897,2,4.7,8.29
57.7599,2,4.7,8.34
60.9232,2,4.7,8.37
0,2,4.8,0
0.3027,2,4.8,0.14
0.6206,2,4.8,0.28
0.9546,2,4.8,0.42
1.3057,2,4.8,0.57
1.6747,2,4.8,0.72
2.0627,2,4.8,0.88
2.4708,2,4.8,1.03
2.9001,2,4.8,1.2
3.3517,2,4.8,1.37
3.8271,2,4.8,1.54
4.3276,2,4.8,1.71
4.8546,2,4.8,1.89
5.4097,2,4.8,2.08
5.9945,2,4.8,2.27
6.6108,2,4.8,2.46
7.2605,2,4.8,2.65
7.9455,2,4.8,2.86
8.668,2,4.8,3.06
9.4302,2,4.8,3.27
10.2345,2,4.8,3.48
11.0836,2,4.8,3.7
11.9802,2,4.8,3.92
12.9272,2,4.8,4.15
13.9278,2,4.8,4.38
14.9853,2,4.8,4.61
16.1033,2,4.8,4.85
17.2856,2,4.8,5.09
18.5364,2,4.8,5.33
19.8601,2,4.8,5.57
21.2613,2,4.8,5.81
22.7452,2,4.8,6.06
24.3172,2,4.8,6.31
25.9831,2,4.8,6.56
27.7492,2,4.8,6.8
29.6222,2,4.8,7.05
31.6093,2,4.8,7.29
33.7182,2,4.8,7.53
35.9574,2,4.8,7.76
38.3359,2,4.8,7.99
40.8633,2,4.8,8.21
43.5501,2,4.8,8.42
46.0431,2,4.8,8.59
48.5136,2,4.8,8.74
51.1487,2,4.8,8.88
53.9593,2,4.8,9
56.9575,2,4.8,9.1
60.1564,2,4.8,9.18
63.5698,2,4.8,9.24
67.2132,2,4.8,9.27
0,2,4.9,0
0.3149,2,4.9,0.15
0.6463,2,4.9,0.3
0.9949,2,4.9,0.45
1.3619,2,4.9,0.61
1.7483,2,4.9,0.77
2.1552,2,4.9,0.94
2.5839,2,4.9,1.11
3.0355,2,4.9,1.28
3.5115,2,4.9,1.46
4.0134,2,4.9,1.65
4.5425,2,4.9,1.84
5.1007,2,4.9,2.03
5.6896,2,4.9,2.23
6.3111,2,4.9,2.44
6.9671,2,4.9,2.65
7.6599,2,4.9,2.86
8.3917,2,4.9,3.08
9.1648,2,4.9,3.3
9.982,2,4.9,3.53
10.8459,2,4.9,3.77
11.7594,2,4.9,4.01
12.7259,2,4.9,4.25
13.7486,2,4.9,4.5
14.8311,2,4.9,4.75
15.9774,2,4.9,5.01
17.1916,2,4.9,5.27
18.4782,2,4.9,5.54
19.842,2,4.9,5.8
21.2881,2,4.9,6.08
22.822,2,4.9,6.35
24.4497,2,4.9,6.63
26.1776,2,4.9,6.9
28.0125,2,4.9,7.18
29.9618,2,4.9,7.46
32.0336,2,4.9,7.73
34.2363,2,4.9,8.01
36.5792,2,4.9,8.28
39.0724,2,4.9,8.54
41.7267,2,4.9,8.8
44.5535,2,4.9,9.05
47.2887,2,4.9,9.27
49.9089,2,4.9,9.45
52.7089,2,4.9,9.63
55.7011,2,4.9,9.79
58.8992,2,4.9,9.93
62.3179,2,4.9,10.05
65.9731,2,4.9,10.15
69.8824,2,4.9,10.22
74.0646,2,4.9,10.25
0,2,5,0
0.3271,2,5,0.15
0.6718,2,5,0.31
1.035,2,5,0.48
1.4179,2,5,0.65
1.8217,2,5,0.82
2.2477,2,5,1
2.697,2,5,1.18
3.1713,2,5,1.37
3.6719,2,5,1.56
4.2006,2,5,1.76
4.7589,2,5,1.97
5.3489,2,5,2.18
5.9723,2,5,2.39
6.6314,2,5,2.61
