"x","M0","Me","y"
0,1.5,3,0
0.1151,1.5,3,0.04
0.2329,1.5,3,0.08
0.3535,1.5,3,0.12
0.4772,1.5,3,0.16
0.6039,1.5,3,0.2
0.7338,1.5,3,0.24
0.8671,1.5,3,0.28
1.0038,1.5,3,0.32
1.1442,1.5,3,0.36
1.2882,1.5,3,0.4
1.4362,1.5,3,0.44
1.5881,1.5,3,0.48
1.7442,1.5,3,0.52
1.9045,1.5,3,0.56
2.0693,1.5,3,0.6
2.2388,1.5,3,0.63
2.413,1.5,3,0.67
2.5921,1.5,3,0.71
2.7763,1.5,3,0.75
2.9659,1.5,3,0.79
3.1609,1.5,3,0.83
3.3615,1.5,3,0.87
3.5681,1.5,3,0.91
3.7807,1.5,3,0.94
3.9996,1.5,3,0.98
4.225,1.5,3,1.02
4.4571,1.5,3,1.05
4.6962,1.5,3,1.09
4.9425,1.5,3,1.13
5.1963,1.5,3,1.16
5.4578,1.5,3,1.19
5.7274,1.5,3,1.23
6.0052,1.5,3,1.26
6.2916,1.5,3,1.29
6.5869,1.5,3,1.32
6.8914,1.5,3,1.35
7.2055,1.5,3,1.38
7.5295,1.5,3,1.4
7.8637,1.5,3,1.43
8.2085,1.5,3,1.45
8.5644,1.5,3,1.47
8.9316,1.5,3,1.49
9.3107,1.5,3,1.51
9.702,1.5,3,1.53
10.1061,1.5,3,1.54
10.5233,1.5,3,1.55
10.9542,1.5,3,1.56
11.3993,1.5,3,1.56
11.8592,1.5,3,1.57
0,1.5,3.1,0
0.1245,1.5,3.1,0.04
0.2522,1.5,3.1,0.09
0.3832,1.5,3.1,0.14
0.5178,1.5,3.1,0.18
0.656,1.5,3.1,0.23
0.798,1.5,3.1,0.27
0.9439,1.5,3.1,0.32
1.0939,1.5,3.1,0.36
1.2482,1.5,3.1,0.41
1.4069,1.5,3.1,0.46
1.5703,1.5,3.1,0.5
1.7384,1.5,3.1,0.55
1.9114,1.5,3.1,0.6
2.0897,1.5,3.1,0.64
2.2732,1.5,3.1,0.69
2.4623,1.5,3.1,0.73
2.6572,1.5,3.1,0.78
2.8581,1.5,3.1,0.83
3.0651,1.5,3.1,0.87
3.2786,1.5,3.1,0.92
3.4987,1.5,3.1,0.97
3.7257,1.5,3.1,1.01
3.9599,1.5,3.1,1.06
4.2016,1.5,3.1,1.1
4.451,1.5,3.1,1.15
4.7084,1.5,3.1,1.19
4.9741,1.5,3.1,1.23
5.2485,1.5,3.1,1.28
5.5318,1.5,3.1,1.32
5.8244,1.5,3.1,1.36
6.1266,1.5,3.1,1.4
6.4388,1.5,3.1,1.44
6.7615,1.5,3.1,1.48
7.0949,1.5,3.1,1.52
7.4396,1.5,3.1,1.56
7.7959,1.5,3.1,1.59
8.1642,1.5,3.1,1.62
8.5452,1.5,3.1,1.66
8.9392,1.5,3.1,1.69
9.3467,1.5,3.1,1.72
9.7683,1.5,3.1,1.74
10.2046,1.5,3.1,1.77
10.6561,1.5,3.1,1.79
11.1234,1.5,3.1,1.81
11.6072,1.5,3.1,1.83
12.1081,1.5,3.1,1.84
12.6268,1.5,3.1,1.85
13.164,1.5,3.1,1.86
13.7206,1.5,3.1,1.86
0,1.5,3.2,0
0.134,1.5,3.2,0.05
0.2718,1.5,3.2,0.1
0.4134,1.5,3.2,0.15
0.5591,1.5,3.2,0.2
0.709,1.5,3.2,0.26
0.8634,1.5,3.2,0.31
1.0224,1.5,3.2,0.36
1.1862,1.5,3.2,0.41
1.355,1.5,3.2,0.47
1.529,1.5,3.2,0.52
1.7084,1.5,3.2,0.57
1.8935,1.5,3.2,0.63
2.0845,1.5,3.2,0.68
2.2815,1.5,3.2,0.73
2.485,1.5,3.2,0.79
2.695,1.5,3.2,0.84
2.9119,1.5,3.2,0.9
3.136,1.5,3.2,0.95
3.3675,1.5,3.2,1
3.6067,1.5,3.2,1.06
3.8539,1.5,3.2,1.11
4.1095,1.5,3.2,1.17
4.3738,1.5,3.2,1.22
4.6471,1.5,3.2,1.27
4.9299,1.5,3.2,1.33
5.2223,1.5,3.2,1.38
5.525,1.5,3.2,1.43
5.8382,1.5,3.2,1.48
6.1624,1.5,3.2,1.53
6.498,1.5,3.2,1.58
6.8456,1.5,3.2,1.63
7.2055,1.5,3.2,1.68
7.5783,1.5,3.2,1.73
7.9645,1.5,3.2,1.77
8.3648,1.5,3.2,1.82
8.7795,1.5,3.2,1.86
9.2094,1.5,3.2,1.9
9.6551,1.5,3.2,1.94
10.1173,1.5,3.2,1.98
10.5966,1.5,3.2,2.02
11.0937,1.5,3.2,2.05
11.6094,1.5,3.2,2.08
12.1445,1.5,3.2,2.11
12.6999,1.5,3.2,2.13
13.2763,1.5,3.2,2.15
13.8747,1.5,3.2,2.17
14.4961,1.5,3.2,2.18
15.1415,1.5,3.2,2.19
15.8118,1.5,3.2,2.2
0,1.5,3.3,0
0.1437,1.5,3.3,0.06
0.2916,1.5,3.3,0.11
0.444,1.5,3.3,0.17
0.601,1.5,3.3,0.23
0.763,1.5,3.3,0.29
0.9301,1.5,3.3,0.35
1.1025,1.5,3.3,0.41
1.2805,1.5,3.3,0.47
1.4643,1.5,3.3,0.53
1.6543,1.5,3.3,0.59
1.8505,1.5,3.3,0.65
2.0534,1.5,3.3,0.71
2.2631,1.5,3.3,0.77
2.4801,1.5,3.3,0.83
2.7045,1.5,3.3,0.9
2.9367,1.5,3.3,0.96
3.1771,1.5,3.3,1.02
3.4259,1.5,3.3,1.08
3.6835,1.5,3.3,1.15
3.9504,1.5,3.3,1.21
4.2268,1.5,3.3,1.27
4.5132,1.5,3.3,1.33
4.8101,1.5,3.3,1.4
5.1178,1.5,3.3,1.46
5.4368,1.5,3.3,1.52
5.7676,1.5,3.3,1.58
6.1107,1.5,3.3,1.65
6.4666,1.5,3.3,1.71
6.8359,1.5,3.3,1.77
7.2191,1.5,3.3,1.83
7.6169,1.5,3.3,1.89
8.0299,1.5,3.3,1.94
8.4587,1.5,3.3,2
8.9041,1.5,3.3,2.05
9.3667,1.5,3.3,2.11
9.8473,1.5,3.3,2.16
10.3467,1.5,3.3,2.21
10.8658,1.5,3.3,2.26
11.4054,1.5,3.3,2.31
11.9664,1.5,3.3,2.35
12.5499,1.5,3.3,2.39
13.1568,1.5,3.3,2.43
13.7881,1.5,3.3,2.46
14.4451,1.5,3.3,2.49
15.1288,1.5,3.3,2.52
15.8406,1.5,3.3,2.54
16.5817,1.5,3.3,2.56
17.3534,1.5,3.3,2.57
18.1573,1.5,3.3,2.57
0,1.5,3.4,0
0.1534,1.5,3.4,0.06
0.3116,1.5,3.4,0.13
0.4749,1.5,3.4,0.19
0.6435,1.5,3.4,0.26
0.8177,1.5,3.4,0.32
0.9979,1.5,3.4,0.39
1.1841,1.5,3.4,0.46
1.3768,1.5,3.4,0.52
1.5762,1.5,3.4,0.59
1.7826,1.5,3.4,0.66
1.9964,1.5,3.4,0.73
2.2178,1.5,3.4,0.8
2.4472,1.5,3.4,0.87
2.6851,1.5,3.4,0.94
2.9316,1.5,3.4,1.01
3.1873,1.5,3.4,1.08
3.4525,1.5,3.4,1.15
3.7277,1.5,3.4,1.23
4.0132,1.5,3.4,1.3
4.3097,1.5,3.4,1.37
4.6174,1.5,3.4,1.44
4.9371,1.5,3.4,1.52
5.2691,1.5,3.4,1.59
5.614,1.5,3.4,1.66
5.9724,1.5,3.4,1.74
6.345,1.5,3.4,1.81
6.7323,1.5,3.4,1.88
7.135,1.5,3.4,1.95
7.5539,1.5,3.4,2.02
7.9896,1.5,3.4,2.09
8.443,1.5,3.4,2.16
8.9148,1.5,3.4,2.23
9.4058,1.5,3.4,2.3
9.9171,1.5,3.4,2.37
10.4496,1.5,3.4,2.43
11.0041,1.5,3.4,2.49
11.5818,1.5,3.4,2.55
12.1837,1.5,3.4,2.61
12.8111,1.5,3.4,2.67
13.4651,1.5,3.4,2.72
14.147,1.5,3.4,2.77
14.8581,1.5,3.4,2.81
15.5998,1.5,3.4,2.86
16.3737,1.5,3.4,2.89
17.1814,1.5,3.4,2.92
18.0243,1.5,3.4,2.95
18.9045,1.5,3.4,2.97
19.8236,1.5,3.4,2.99
20.7836,1.5,3.4,3
0,1.5,3.5,0
0.1631,1.5,3.5,0.07
0.3317,1.5,3.5,0.14
0.5061,1.5,3.5,0.21
0.6865,1.5,3.5,0.29
0.8732,1.5,3.5,0.36
1.0667,1.5,3.5,0.43
1.2671,1.5,3.5,0.51
1.4749,1.5,3.5,0.58
1.6904,1.5,3.5,0.66
1.9139,1.5,3.5,0.74
2.1459,1.5,3.5,0.81
2.3866,1.5,3.5,0.89
2.6367,1.5,3.5,0.97
2.8964,1.5,3.5,1.05
3.1662,1.5,3.5,1.13
3.4467,1.5,3.5,1.21
3.7382,1.5,3.5,1.3
4.0413,1.5,3.5,1.38
4.3566,1.5,3.5,1.46
4.6846,1.5,3.5,1.55
5.0259,1.5,3.5,1.63
5.3812,1.5,3.5,1.71
5.7511,1.5,3.5,1.8
6.1362,1.5,3.5,1.88
6.5373,1.5,3.5,1.97
6.9553,1.5,3.5,2.05
7.3907,1.5,3.5,2.14
7.8446,1.5,3.5,2.22
8.3178,1.5,3.5,2.3
8.8112,1.5,3.5,2.38
9.3259,1.5,3.5,2.47
9.8627,1.5,3.5,2.55
10.4229,1.5,3.5,2.63
11.0075,1.5,3.5,2.71
11.6179,1.5,3.5,2.78
12.2551,1.5,3.5,2.86
12.9207,1.5,3.5,2.93
13.6159,1.5,3.5,3
14.3424,1.5,3.5,3.06
15.1017,1.5,3.5,3.13
15.8954,1.5,3.5,3.19
16.7253,1.5,3.5,3.24
17.5933,1.5,3.5,3.29
18.5013,1.5,3.5,3.34
19.4515,1.5,3.5,3.38
20.446,1.5,3.5,3.41
21.4872,1.5,3.5,3.44
22.5775,1.5,3.5,3.45
23.7196,1.5,3.5,3.46
0,1.5,3.6,0
0.1729,1.5,3.6,0.08
0.352,1.5,3.6,0.16
0.5375,1.5,3.6,0.23
0.7299,1.5,3.6,0.31
0.9294,1.5,3.6,0.4
1.1364,1.5,3.6,0.48
1.3514,1.5,3.6,0.56
1.5747,1.5,3.6,0.65
1.8068,1.5,3.6,0.73
2.048,1.5,3.6,0.82
2.2988,1.5,3.6,0.9
2.5597,1.5,3.6,0.99
2.8313,1.5,3.6,1.08
3.1139,1.5,3.6,1.17
3.4082,1.5,3.6,1.26
3.7147,1.5,3.6,1.35
4.034,1.5,3.6,1.45
4.3667,1.5,3.6,1.54
4.7136,1.5,3.6,1.64
5.0752,1.5,3.6,1.73
5.4524,1.5,3.6,1.83
5.8458,1.5,3.6,1.92
6.2563,1.5,3.6,2.02
6.6848,1.5,3.6,2.12
7.1321,1.5,3.6,2.22
7.5992,1.5,3.6,2.31
8.087,1.5,3.6,2.41
8.5967,1.5,3.6,2.51
9.1293,1.5,3.6,2.6
9.6859,1.5,3.6,2.7
10.2679,1.5,3.6,2.8
10.8765,1.5,3.6,2.89
11.5131,1.5,3.6,2.99
12.1791,1.5,3.6,3.08
12.876,1.5,3.6,3.17
13.6056,1.5,3.6,3.26
14.3695,1.5,3.6,3.34
15.1695,1.5,3.6,3.42
16.0076,1.5,3.6,3.5
16.8857,1.5,3.6,3.58
17.8061,1.5,3.6,3.65
18.7711,1.5,3.6,3.72
19.783,1.5,3.6,3.78
20.8444,1.5,3.6,3.83
21.9582,1.5,3.6,3.88
23.127,1.5,3.6,3.92
24.3542,1.5,3.6,3.95
25.6429,1.5,3.6,3.97
26.9965,1.5,3.6,3.99
0,1.5,3.7,0
0.1828,1.5,3.7,0.08
0.3723,1.5,3.7,0.17
0.5691,1.5,3.7,0.26
0.7736,1.5,3.7,0.35
0.986,1.5,3.7,0.43
1.207,1.5,3.7,0.53
1.4368,1.5,3.7,0.62
1.676,1.5,3.7,0.71
1.9251,1.5,3.7,0.81
2.1846,1.5,3.7,0.9
2.4549,1.5,3.7,1
2.7368,1.5,3.7,1.1
3.0306,1.5,3.7,1.2
3.3372,1.5,3.7,1.3
3.6571,1.5,3.7,1.4
3.9909,1.5,3.7,1.5
4.3395,1.5,3.7,1.61
4.7035,1.5,3.7,1.71
5.0837,1.5,3.7,1.82
5.4811,1.5,3.7,1.93
5.8964,1.5,3.7,2.04
6.3306,1.5,3.7,2.15
6.7847,1.5,3.7,2.26
7.2597,1.5,3.7,2.37
7.7567,1.5,3.7,2.48
8.2769,1.5,3.7,2.59
8.8215,1.5,3.7,2.71
9.3917,1.5,3.7,2.82
9.9889,1.5,3.7,2.93
10.6147,1.5,3.7,3.04
11.2705,1.5,3.7,3.15
11.9579,1.5,3.7,3.26
12.6786,1.5,3.7,3.37
13.4346,1.5,3.7,3.48
14.2276,1.5,3.7,3.59
15.0598,1.5,3.7,3.69
15.9334,1.5,3.7,3.79
16.8506,1.5,3.7,3.89
17.8138,1.5,3.7,3.98
18.8258,1.5,3.7,4.07
19.8893,1.5,3.7,4.16
21.0071,1.5,3.7,4.24
22.1825,1.5,3.7,4.31
23.4188,1.5,3.7,4.38
24.7195,1.5,3.7,4.43
26.0884,1.5,3.7,4.48
27.5295,1.5,3.7,4.52
29.0472,1.5,3.7,4.55
30.5559,1.5,3.7,4.56
0,1.5,3.8,0
0.1925,1.5,3.8,0.09
0.3926,1.5,3.8,0.19
0.6007,1.5,3.8,0.28
0.8173,1.5,3.8,0.38
1.0428,1.5,3.8,0.47
1.2777,1.5,3.8,0.57
1.5227,1.5,3.8,0.68
1.7781,1.5,3.8,0.78
2.0446,1.5,3.8,0.88
2.3227,1.5,3.8,0.99
2.6131,1.5,3.8,1.1
2.9165,1.5,3.8,1.21
3.2335,1.5,3.8,1.32
3.5648,1.5,3.8,1.43
3.9112,1.5,3.8,1.54
4.2736,1.5,3.8,1.66
4.6527,1.5,3.8,1.78
5.0495,1.5,3.8,1.9
5.4649,1.5,3.8,2.02
5.9,1.5,3.8,2.14
6.3556,1.5,3.8,2.26
6.8331,1.5,3.8,2.39
7.3335,1.5,3.8,2.51
7.8582,1.5,3.8,2.64
8.4084,1.5,3.8,2.77
8.9855,1.5,3.8,2.89
9.5911,1.5,3.8,3.02
10.2266,1.5,3.8,3.15
10.8939,1.5,3.8,3.28
11.5947,1.5,3.8,3.41
12.3308,1.5,3.8,3.54
13.1042,1.5,3.8,3.67
13.9172,1.5,3.8,3.79
14.7719,1.5,3.8,3.92
15.6708,1.5,3.8,4.04
16.6164,1.5,3.8,4.16
17.6115,1.5,3.8,4.28
18.6589,1.5,3.8,4.4
19.7618,1.5,3.8,4.51
20.9234,1.5,3.8,4.61
22.1473,1.5,3.8,4.72
23.4373,1.5,3.8,4.81
24.7973,1.5,3.8,4.9
26.2316,1.5,3.8,4.97
27.7447,1.5,3.8,5.04
29.3417,1.5,3.8,5.1
31.0276,1.5,3.8,5.15
32.5922,1.5,3.8,5.18
34.1458,1.5,3.8,5.19
0,1.5,3.9,0
0.2022,1.5,3.9,0.1
0.4128,1.5,3.9,0.2
0.6322,1.5,3.9,0.3
0.8609,1.5,3.9,0.41
1.0995,1.5,3.9,0.52
1.3486,1.5,3.9,0.63
1.6088,1.5,3.9,0.74
1.8807,1.5,3.9,0.85
2.1649,1.5,3.9,0.96
2.4621,1.5,3.9,1.08
2.7731,1.5,3.9,1.2
3.0986,1.5,3.9,1.32
3.4394,1.5,3.9,1.44
3.7964,1.5,3.9,1.57
4.1704,1.5,3.9,1.69
4.5624,1.5,3.9,1.82
4.9734,1.5,3.9,1.95
5.4045,1.5,3.9,2.09
5.8568,1.5,3.9,2.22
6.3314,1.5,3.9,2.36
6.8297,1.5,3.9,2.5
7.3529,1.5,3.9,2.64
7.9024,1.5,3.9,2.78
8.4799,1.5,3.9,2.92
9.0868,1.5,3.9,3.07
9.7249,1.5,3.9,3.21
10.3959,1.5,3.9,3.36
11.1018,1.5,3.9,3.51
11.8447,1.5,3.9,3.66
12.6266,1.5,3.9,3.8
13.4499,1.5,3.9,3.95
14.317,1.5,3.9,4.1
15.2306,1.5,3.9,4.25
16.1935,1.5,3.9,4.39
17.2086,1.5,3.9,4.53
18.2791,1.5,3.9,4.68
19.4084,1.5,3.9,4.81
20.6002,1.5,3.9,4.95
21.8582,1.5,3.9,5.08
23.1868,1.5,3.9,5.2
24.5902,1.5,3.9,5.32
26.0732,1.5,3.9,5.43
27.641,1.5,3.9,5.54
29.2989,1.5,3.9,5.63
31.0527,1.5,3.9,5.71
32.9088,1.5,3.9,5.78
34.5589,1.5,3.9,5.83
36.2885,1.5,3.9,5.86
38.1237,1.5,3.9,5.88
0,1.5,4,0
0.2118,1.5,4,0.11
0.4328,1.5,4,0.22
0.6634,1.5,4,0.33
0.9043,1.5,4,0.44
1.1562,1.5,4,0.56
1.4195,1.5,4,0.68
1.6951,1.5,4,0.8
1.9836,1.5,4,0.92
2.2859,1.5,4,1.05
2.6026,1.5,4,1.17
2.9346,1.5,4,1.3
3.2827,1.5,4,1.44
3.648,1.5,4,1.57
4.0314,1.5,4,1.71
4.434,1.5,4,1.85
4.8568,1.5,4,1.99
5.301,1.5,4,2.14
5.7678,1.5,4,2.29
6.2586,1.5,4,2.44
6.7748,1.5,4,2.59
7.3179,1.5,4,2.75
7.8893,1.5,4,2.9
8.4909,1.5,4,3.06
9.1244,1.5,4,3.22
9.7916,1.5,4,3.39
10.4947,1.5,4,3.55
11.2358,1.5,4,3.72
12.0172,1.5,4,3.89
12.8413,1.5,4,4.05
13.7108,1.5,4,4.22
14.6284,1.5,4,4.39
15.5972,1.5,4,4.56
16.6204,1.5,4,4.73
17.7013,1.5,4,4.9
18.8436,1.5,4,5.06
20.0513,1.5,4,5.23
21.3285,1.5,4,5.39
22.6797,1.5,4,5.54
24.1097,1.5,4,5.69
25.6237,1.5,4,5.84
27.2273,1.5,4,5.98
28.9263,1.5,4,6.11
30.7271,1.5,4,6.23
32.6367,1.5,4,6.34
34.6311,1.5,4,6.44
36.4248,1.5,4,6.51
38.3321,1.5,4,6.56
40.3604,1.5,4,6.6
42.5177,1.5,4,6.62
0,1.5,4.1,0
0.2213,1.5,4.1,0.12
0.4526,1.5,4.1,0.23
0.6945,1.5,4.1,0.35
0.9476,1.5,4.1,0.48
1.2126,1.5,4.1,0.6
1.4903,1.5,4.1,0.73
1.7815,1.5,4.1,0.86
2.0869,1.5,4.1,1
2.4074,1.5,4.1,1.13
2.7439,1.5,4.1,1.27
3.0974,1.5,4.1,1.41
3.4688,1.5,4.1,1.56
3.8592,1.5,4.1,1.71
4.2699,1.5,4.1,1.86
4.7019,1.5,4.1,2.01
5.1565,1.5,4.1,2.17
5.6352,1.5,4.1,2.33
6.1393,1.5,4.1,2.5
6.6704,1.5,4.1,2.66
7.2301,1.5,4.1,2.83
7.8201,1.5,4.1,3.01
8.4424,1.5,4.1,3.18
9.0989,1.5,4.1,3.36
9.7917,1.5,4.1,3.54
10.523,1.5,4.1,3.73
11.2953,1.5,4.1,3.91
12.1112,1.5,4.1,4.1
12.9733,1.5,4.1,4.29
13.8847,1.5,4.1,4.48
14.8485,1.5,4.1,4.67
15.868,1.5,4.1,4.86
16.9468,1.5,4.1,5.06
18.0889,1.5,4.1,5.25
19.2984,1.5,4.1,5.44
20.5797,1.5,4.1,5.63
21.9376,1.5,4.1,5.82
23.3772,1.5,4.1,6
24.9041,1.5,4.1,6.18
26.5242,1.5,4.1,6.36
28.2439,1.5,4.1,6.53
30.07,1.5,4.1,6.69
32.0099,1.5,4.1,6.84
34.0717,1.5,4.1,6.99
36.2101,1.5,4.1,7.11
38.1657,1.5,4.1,7.21
40.2498,1.5,4.1,7.29
42.4711,1.5,4.1,7.36
44.8391,1.5,4.1,7.4
47.364,1.5,4.1,7.43
0,1.5,4.2,0
0.2307,1.5,4.2,0.12
0.4723,1.5,4.2,0.25
0.7253,1.5,4.2,0.38
0.9906,1.5,4.2,0.51
1.2688,1.5,4.2,0.65
1.561,1.5,4.2,0.79
1.8678,1.5,4.2,0.93
2.1903,1.5,4.2,1.07
2.5293,1.5,4.2,1.22
2.886,1.5,4.2,1.37
3.2613,1.5,4.2,1.53
3.6566,1.5,4.2,1.69
4.0728,1.5,4.2,1.85
4.5115,1.5,4.2,2.01
4.9738,1.5,4.2,2.18
5.4614,1.5,4.2,2.36
5.9758,1.5,4.2,2.53
6.5186,1.5,4.2,2.71
7.0917,1.5,4.2,2.9
7.6969,1.5,4.2,3.09
8.3363,1.5,4.2,3.28
9.0119,1.5,4.2,3.47
9.7263,1.5,4.2,3.67
10.4817,1.5,4.2,3.88
11.281,1.5,4.2,4.08
12.1268,1.5,4.2,4.29
13.0223,1.5,4.2,4.5
13.9708,1.5,4.2,4.71
14.9756,1.5,4.2,4.93
16.0407,1.5,4.2,5.14
17.1699,1.5,4.2,5.36
18.3677,1.5,4.2,5.58
19.6386,1.5,4.2,5.8
20.9878,1.5,4.2,6.02
22.4205,1.5,4.2,6.24
23.9426,1.5,4.2,6.45
25.5603,1.5,4.2,6.67
27.2804,1.5,4.2,6.87
29.11,1.5,4.2,7.08
31.0571,1.5,4.2,7.27
33.1302,1.5,4.2,7.46
35.3382,1.5,4.2,7.64
37.6456,1.5,4.2,7.8
39.7592,1.5,4.2,7.93
42.0167,1.5,4.2,8.04
44.4281,1.5,4.2,8.14
47.0046,1.5,4.2,8.22
49.7581,1.5,4.2,8.27
52.7016,1.5,4.2,8.3
0,1.5,4.3,0
0.24,1.5,4.3,0.13
0.4917,1.5,4.3,0.27
0.7559,1.5,4.3,0.41
1.0333,1.5,4.3,0.55
1.3248,1.5,4.3,0.69
1.6314,1.5,4.3,0.84
1.9541,1.5,4.3,0.99
2.2938,1.5,4.3,1.15
2.6516,1.5,4.3,1.31
3.0287,1.5,4.3,1.47
3.4264,1.5,4.3,1.64
3.8459,1.5,4.3,1.81
4.2886,1.5,4.3,1.99
4.756,1.5,4.3,2.17
5.2496,1.5,4.3,2.36
5.7713,1.5,4.3,2.55
6.3226,1.5,4.3,2.74
6.9057,1.5,4.3,2.94
7.5224,1.5,4.3,3.14
8.1751,1.5,4.3,3.35
8.866,1.5,4.3,3.56
9.5977,1.5,4.3,3.78
10.3729,1.5,4.3,4
11.1944,1.5,4.3,4.22
12.0655,1.5,4.3,4.45
12.9893,1.5,4.3,4.69
13.9695,1.5,4.3,4.92
15.01,1.5,4.3,5.16
16.1147,1.5,4.3,5.4
17.2883,1.5,4.3,5.65
18.5355,1.5,4.3,5.89
19.8615,1.5,4.3,6.14
21.2717,1.5,4.3,6.39
22.7723,1.5,4.3,6.64
24.3697,1.5,4.3,6.89
26.0708,1.5,4.3,7.13
27.8832,1.5,4.3,7.38
29.8151,1.5,4.3,7.61
31.8753,1.5,4.3,7.85
34.0734,1.5,4.3,8.07
36.4197,1.5,4.3,8.29
38.9192,1.5,4.3,8.5
41.1847,1.5,4.3,8.66
43.6094,1.5,4.3,8.81
46.2052,1.5,4.3,8.94
48.9848,1.5,4.3,9.06
51.962,1.5,4.3,9.15
55.152,1.5,4.3,9.22
58.5711,1.5,4.3,9.25
0,1.5,4.4,0
0.2492,1.5,4.4,0.14
0.511,1.5,4.4,0.28
0.7861,1.5,4.4,0.43
1.0756,1.5,4.4,0.58
1.3804,1.5,4.4,0.74
1.7016,1.5,4.4,0.9
2.0401,1.5,4.4,1.06
2.3971,1.5,4.4,1.23
2.774,1.5,4.4,1.4
3.1719,1.5,4.4,1.58
3.5922,1.5,4.4,1.76
4.0364,1.5,4.4,1.95
4.5061,1.5,4.4,2.14
5.003,1.5,4.4,2.34
5.5288,1.5,4.4,2.54
6.0855,1.5,4.4,2.75
6.675,1.5,4.4,2.96
7.2997,1.5,4.4,3.18
7.9618,1.5,4.4,3.4
8.6639,1.5,4.4,3.63
9.4087,1.5,4.4,3.86
10.199,1.5,4.4,4.1
11.0381,1.5,4.4,4.34
11.9292,1.5,4.4,4.59
12.8759,1.5,4.4,4.84
13.8822,1.5,4.4,5.1
14.9523,1.5,4.4,5.37
16.0905,1.5,4.4,5.63
17.3019,1.5,4.4,5.9
18.5915,1.5,4.4,6.18
19.9652,1.5,4.4,6.45
21.429,1.5,4.4,6.73
22.9894,1.5,4.4,7.01
24.6537,1.5,4.4,7.3
26.4295,1.5,4.4,7.58
28.3253,1.5,4.4,7.86
30.3501,1.5,4.4,8.13
32.5137,1.5,4.4,8.41
34.8268,1.5,4.4,8.68
37.3011,1.5,4.4,8.94
39.949,1.5,4.4,9.19
42.4196,1.5,4.4,9.39
45.0027,1.5,4.4,9.58
47.774,1.5,4.4,9.76
50.7478,1.5,4.4,9.91
53.9401,1.5,4.4,10.05
57.368,1.5,4.4,10.15
61.0505,1.5,4.4,10.23
65.0082,1.5,4.4,10.27
0,1.5,4.5,0
0.2583,1.5,4.5,0.15
0.53,1.5,4.5,0.3
0.8161,1.5,4.5,0.46
1.1177,1.5,4.5,0.62
1.4357,1.5,4.5,0.79
1.7714,1.5,4.5,0.96
2.1258,1.5,4.5,1.13
2.5004,1.5,4.5,1.31
2.8964,1.5,4.5,1.5
3.3153,1.5,4.5,1.69
3.7587,1.5,4.5,1.88
4.2281,1.5,4.5,2.08
4.7254,1.5,4.5,2.29
5.2525,1.5,4.5,2.5
5.8113,1.5,4.5,2.72
6.404,1.5,4.5,2.95
7.033,1.5,4.5,3.18
7.7008,1.5,4.5,3.42
8.4099,1.5,4.5,3.66
9.1634,1.5,4.5,3.91
9.9643,1.5,4.5,4.17
10.8159,1.5,4.5,4.43
11.7219,1.5,4.5,4.7
12.686,1.5,4.5,4.97
13.7126,1.5,4.5,5.25
14.806,1.5,4.5,5.54
15.9711,1.5,4.5,5.83
17.2132,1.5,4.5,6.13
18.538,1.5,4.5,6.43
19.9516,1.5,4.5,6.74
21.4606,1.5,4.5,7.05
23.0723,1.5,4.5,7.36
24.7943,1.5,4.5,7.68
26.6353,1.5,4.5,7.99
28.6043,1.5,4.5,8.31
30.7114,1.5,4.5,8.63
32.9673,1.5,4.5,8.94
35.3839,1.5,4.5,9.26
37.974,1.5,4.5,9.56
40.7515,1.5,4.5,9.86
43.4531,1.5,4.5,10.12
46.1835,1.5,4.5,10.35
49.1189,1.5,4.5,10.57
52.2754,1.5,4.5,10.77
55.6709,1.5,4.5,10.96
59.3249,1.5,4.5,11.11
63.2589,1.5,4.5,11.24
67.4963,1.5,4.5,11.33
72.0629,1.5,4.5,11.38
0,1.5,4.6,0
0.2672,1.5,4.6,0.16
0.5488,1.5,4.6,0.32
0.8458,1.5,4.6,0.49
1.1593,1.5,4.6,0.66
1.4906,1.5,4.6,0.83
1.8408,1.5,4.6,1.01
2.2113,1.5,4.6,1.2
2.6035,1.5,4.6,1.39
3.0189,1.5,4.6,1.59
3.4591,1.5,4.6,1.8
3.9258,1.5,4.6,2.01
4.4209,1.5,4.6,2.22
4.9464,1.5,4.6,2.45
5.5043,1.5,4.6,2.68
6.097,1.5,4.6,2.91
6.7268,1.5,4.6,3.16
7.3964,1.5,4.6,3.41
8.1087,1.5,4.6,3.67
8.8666,1.5,4.6,3.93
9.6734,1.5,4.6,4.21
10.5327,1.5,4.6,4.49
11.4483,1.5,4.6,4.77
12.4243,1.5,4.6,5.07
13.4651,1.5,4.6,5.37
14.5756,1.5,4.6,5.68
15.7609,1.5,4.6,6
17.0266,1.5,4.6,6.32
18.3788,1.5,4.6,6.65
19.8241,1.5,4.6,6.98
21.3698,1.5,4.6,7.33
23.0234,1.5,4.6,7.67
24.7935,1.5,4.6,8.02
26.6892,1.5,4.6,8.38
28.7206,1.5,4.6,8.73
30.8983,1.5,4.6,9.09
33.2343,1.5,4.6,9.45
35.7414,1.5,4.6,9.81
38.4336,1.5,4.6,10.16
41.3263,1.5,4.6,10.51
44.2774,1.5,4.6,10.83
47.1418,1.5,4.6,11.11
50.2275,1.5,4.6,11.38
53.5525,1.5,4.6,11.63
